Date,Department,Region,Revenue,Expenses,Patients,Outstanding_AR,Outstanding_AP,Budget,Cash_on_Hand,Profit
2022-12-25 12:57:46.973348668,Cardiology,East,6810,5109,6,5115,2527,9031,5764,1701
2022-12-25 13:50:16.410820540,Orthopedics,East,3596,3052,18,6583,7646,13019,12234,544
2022-12-25 14:42:45.848292416,Radiology,East,8594,4066,71,5005,4796,10900,18798,4528
2022-12-25 15:35:15.285764288,Oncology,South,13925,8246,81,356,2175,3726,16551,5679
2022-12-25 16:27:44.723236164,Neurology,South,5216,8772,71,5920,7932,5092,7691,-3556
2022-12-25 17:20:14.160708036,Pediatrics,West,11098,6886,18,107,3281,11216,13192,4212
2022-12-25 18:12:43.598179908,Oncology,North,13942,9968,38,6283,7183,7463,19727,3974
2022-12-25 19:05:13.035651784,General Surgery,South,14250,8545,49,6386,2880,3218,10421,5705
2022-12-25 19:57:42.473123656,General Surgery,East,12346,4448,13,3412,6588,12664,5139,7898
2022-12-25 20:50:11.910595532,Radiology,North,7755,8313,14,605,6123,4116,16392,-558
2022-12-25 21:42:41.348067404,Pediatrics,South,8283,8822,12,6485,7498,7396,9301,-539
2022-12-25 22:35:10.785539276,Oncology,North,3337,2555,33,1857,893,12917,12640,782
2022-12-25 23:27:40.223011152,Cardiology,West,14298,6689,65,3036,6335,7394,5667,7609
2022-12-26 00:20:09.660483024,Orthopedics,South,12687,4367,58,5783,285,4638,8135,8320
2022-12-26 01:12:39.097954900,Radiology,East,4974,1577,43,2271,744,13171,10543,3397
2022-12-26 02:05:08.535426772,Pediatrics,East,12634,6516,37,5292,1661,6062,22508,6118
2022-12-26 02:57:37.972898644,Radiology,West,6473,3522,27,715,603,6549,8126,2951
2022-12-26 03:50:07.410370520,Oncology,West,10552,6693,76,2806,5977,4560,7390,3859
2022-12-26 04:42:36.847842392,Orthopedics,West,8826,1045,44,5302,2006,12824,10947,7781
2022-12-26 05:35:06.285314268,Radiology,West,13256,6724,27,7166,2697,5728,20979,6532
2022-12-26 06:27:35.722786140,Pediatrics,West,7667,1980,63,1914,6730,7237,21612,5687
2022-12-26 07:20:05.160258012,Neurology,South,14929,6547,54,1478,7798,8999,18007,8382
2022-12-26 08:12:34.597729888,Oncology,South,10764,4294,68,7732,3948,13491,12226,6470
2022-12-26 09:05:04.035201760,Neurology,North,12147,6988,60,961,3563,10480,10571,5159
2022-12-26 09:57:33.472673636,Cardiology,West,10013,3114,47,4967,4165,4553,17195,6899
2022-12-26 10:50:02.910145508,Neurology,East,5044,9817,88,3858,4892,8011,11944,-4773
2022-12-26 11:42:32.347617380,Neurology,East,11776,4554,62,4786,6165,11390,23924,7222
2022-12-26 12:35:01.785089256,Emergency,West,7018,8729,16,3921,2445,8276,6520,-1711
2022-12-26 13:27:31.222561128,Oncology,West,4233,1257,40,5217,2949,12068,15461,2976
2022-12-26 14:20:00.660033004,Cardiology,West,13484,5043,77,5757,2347,10233,10164,8441
2022-12-26 15:12:30.097504876,Neurology,West,7637,7951,10,1217,6206,5187,24502,-314
2022-12-26 16:04:59.534976748,General Surgery,West,9467,1252,36,556,6833,9036,23892,8215
2022-12-26 16:57:28.972448624,Orthopedics,East,5246,6700,69,383,3065,3608,17918,-1454
2022-12-26 17:49:58.409920496,Pediatrics,North,12006,7296,64,7525,3446,3069,6707,4710
2022-12-26 18:42:27.847392372,Neurology,West,6041,3124,58,4519,5756,5747,9035,2917
2022-12-26 19:34:57.284864244,Cardiology,West,3889,7846,28,5842,7996,3698,9951,-3957
2022-12-26 20:27:26.722336116,Neurology,West,9676,9916,33,4485,1043,4115,24488,-240
2022-12-26 21:19:56.159807992,Pediatrics,South,12091,5663,12,7090,970,7308,22739,6428
2022-12-26 22:12:25.597279864,Cardiology,East,4655,6874,17,3752,449,6913,22684,-2219
2022-12-26 23:04:55.034751740,Oncology,East,12521,3202,67,2990,7787,7406,8040,9319
2022-12-26 23:57:24.472223612,Cardiology,North,5718,3841,29,5264,4440,7815,22581,1877
2022-12-27 00:49:53.909695484,Oncology,South,7535,1270,33,918,3726,10029,20584,6265
2022-12-27 01:42:23.347167360,Cardiology,South,11248,9753,63,6695,4086,8899,18000,1495
2022-12-27 02:34:52.784639232,General Surgery,South,4129,6509,65,3912,6565,10831,20774,-2380
2022-12-27 03:27:22.222111108,Radiology,North,11698,4139,92,7677,5764,7211,9829,7559
2022-12-27 04:19:51.659582980,Pediatrics,North,3630,2693,95,4516,2318,12641,10391,937
2022-12-27 05:12:21.097054852,Pediatrics,North,7060,4623,30,5989,6105,3626,21437,2437
2022-12-27 06:04:50.534526728,Cardiology,South,2991,5994,88,7252,3082,5038,8362,-3003
2022-12-27 06:57:19.971998600,Radiology,East,6590,8080,72,4793,6638,13537,24370,-1490
2022-12-27 07:49:49.409470476,Neurology,South,11385,1750,26,2964,4530,13976,21856,9635
2022-12-27 08:42:18.846942348,Pediatrics,North,8866,8739,11,2970,32,13925,21695,127
2022-12-27 09:34:48.284414220,General Surgery,South,14160,5413,61,5002,4708,12996,20807,8747
2022-12-27 10:27:17.721886096,Oncology,West,10894,9014,66,3622,1404,10669,23587,1880
2022-12-27 11:19:47.159357968,Oncology,South,11222,3086,22,1757,7331,8404,5726,8136
2022-12-27 12:12:16.596829844,Orthopedics,South,6921,6701,14,7870,4008,4525,19777,220
2022-12-27 13:04:46.034301716,Emergency,East,10021,4865,35,3099,5477,8758,20511,5156
2022-12-27 13:57:15.471773588,Radiology,East,4481,9698,30,851,2550,5239,21019,-5217
2022-12-27 14:49:44.909245464,Emergency,East,10754,1328,59,2222,330,3178,17954,9426
2022-12-27 15:42:14.346717336,Emergency,West,8281,9413,94,7404,5794,4531,23777,-1132
2022-12-27 16:34:43.784189212,Oncology,East,10558,4887,29,558,4086,12182,23540,5671
2022-12-27 17:27:13.221661084,General Surgery,West,8249,7816,56,7277,4920,13116,10210,433
2022-12-27 18:19:42.659132956,General Surgery,North,2793,7316,22,4581,319,7022,14495,-4523
2022-12-27 19:12:12.096604832,Orthopedics,East,13295,4093,28,3459,200,3194,13631,9202
2022-12-27 20:04:41.534076704,Emergency,South,6731,7953,19,3260,4682,7789,16955,-1222
2022-12-27 20:57:10.971548580,Emergency,South,2986,1620,12,7441,5608,6165,24684,1366
2022-12-27 21:49:40.409020452,Cardiology,West,11149,4465,47,5809,2976,13644,5552,6684
2022-12-27 22:42:09.846492324,Cardiology,East,5595,7190,93,3579,6892,7938,18505,-1595
2022-12-27 23:34:39.283964200,Cardiology,South,2854,6244,28,2652,1056,4780,14109,-3390
2022-12-28 00:27:08.721436072,Neurology,North,3569,6414,89,3674,4698,12292,24312,-2845
2022-12-28 01:19:38.158907948,Emergency,East,4256,5935,69,6388,913,5626,12105,-1679
2022-12-28 02:12:07.596379820,General Surgery,North,14101,7713,30,2560,7562,3537,15983,6388
2022-12-28 03:04:37.033851692,General Surgery,South,6103,7074,78,2082,3389,5916,13297,-971
2022-12-28 03:57:06.471323568,Neurology,East,12414,7681,30,6404,3886,13329,20141,4733
2022-12-28 04:49:35.908795440,General Surgery,West,6176,6416,70,2039,1117,12614,21743,-240
2022-12-28 05:42:05.346267316,Orthopedics,South,9961,9235,44,7795,316,11596,9309,726
2022-12-28 06:34:34.783739188,Radiology,North,7254,5469,18,7429,4431,13427,14026,1785
2022-12-28 07:27:04.221211060,Oncology,East,10429,7756,37,7227,6583,8068,6769,2673
2022-12-28 08:19:33.658682936,Emergency,North,13480,2027,61,99,1047,8177,17452,11453
2022-12-28 09:12:03.096154808,General Surgery,North,9906,8800,43,1668,1728,5065,7433,1106
2022-12-28 10:04:32.533626684,Oncology,West,14474,2388,5,3307,3914,6375,14656,12086
2022-12-28 10:57:01.971098556,General Surgery,West,8001,1912,98,4767,7429,6391,7100,6089
2022-12-28 11:49:31.408570428,Radiology,South,14917,8639,41,1958,4171,4231,8148,6278
2022-12-28 12:42:00.846042304,Cardiology,West,3732,8672,22,7422,4377,6887,7515,-4940
2022-12-28 13:34:30.283514176,Emergency,West,13253,6432,34,4844,1874,7953,7423,6821
2022-12-28 14:26:59.720986048,Pediatrics,South,2814,6191,31,2654,960,5920,6854,-3377
2022-12-28 15:19:29.158457924,Neurology,South,14901,1757,64,2087,3316,8696,18997,13144
2022-12-28 16:11:58.595929796,Neurology,South,9035,9043,53,7404,6113,3748,21602,-8
2022-12-28 17:04:28.033401672,Emergency,South,3186,6192,34,1259,7349,5809,12391,-3006
2022-12-28 17:56:57.470873544,Radiology,North,9581,3833,49,4905,4797,8551,17801,5748
2022-12-28 18:49:26.908345416,Cardiology,North,4225,8695,25,73,5459,3646,20502,-4470
2022-12-28 19:41:56.345817292,Neurology,South,11176,4061,58,6878,3339,10357,12684,7115
2022-12-28 20:34:25.783289164,Cardiology,South,8423,3087,20,2951,3735,10825,5258,5336
2022-12-28 21:26:55.220761040,Orthopedics,East,10989,4110,85,4954,2527,12688,23265,6879
2022-12-28 22:19:24.658232912,Oncology,East,7173,8028,22,2076,7675,6020,18090,-855
2022-12-28 23:11:54.095704784,Radiology,East,14354,4243,38,5563,4902,8475,9051,10111
2022-12-29 00:04:23.533176660,Pediatrics,West,10735,8657,25,6989,6985,6581,17863,2078
2022-12-29 00:56:52.970648532,Oncology,North,7882,8599,80,3094,4757,11848,23044,-717
2022-12-29 01:49:22.408120408,Oncology,North,2519,2724,35,4611,251,3630,20633,-205
2022-12-29 02:41:51.845592280,Orthopedics,East,12738,1554,14,2291,6888,5013,15384,11184
2022-12-29 03:34:21.283064152,Neurology,East,7041,9195,8,4641,5325,8072,15782,-2154
2022-12-29 04:26:50.720536028,Pediatrics,North,3454,2284,19,616,3587,4673,16228,1170
2022-12-29 05:19:20.158007900,Neurology,West,8870,5976,57,3749,3100,6151,19261,2894
2022-12-29 06:11:49.595479776,Emergency,East,9213,7158,63,1852,2181,7333,12116,2055
2022-12-29 07:04:19.032951648,Oncology,South,9759,9279,59,4122,4142,11929,21699,480
2022-12-29 07:56:48.470423520,Emergency,East,11250,7103,66,1106,1590,5702,8838,4147
2022-12-29 08:49:17.907895396,Cardiology,North,12428,6103,46,4254,2023,12286,13264,6325
2022-12-29 09:41:47.345367268,Oncology,North,11304,1216,32,3970,2793,9818,7133,10088
2022-12-29 10:34:16.782839144,Neurology,East,5406,7553,11,1500,614,10121,7409,-2147
2022-12-29 11:26:46.220311016,Oncology,East,2946,9382,15,1868,5558,13937,8089,-6436
2022-12-29 12:19:15.657782888,Cardiology,South,6030,2733,33,666,1013,6479,8345,3297
2022-12-29 13:11:45.095254764,Orthopedics,South,10327,5712,38,7338,245,4062,8436,4615
2022-12-29 14:04:14.532726636,Emergency,West,12785,8194,98,3003,408,6016,12358,4591
2022-12-29 14:56:43.970198512,General Surgery,West,2792,2205,95,7775,2732,3712,11428,587
2022-12-29 15:49:13.407670384,Emergency,South,3136,3642,29,7981,3207,11224,22265,-506
2022-12-29 16:41:42.845142256,Neurology,West,11554,7373,60,7920,6648,9945,10842,4181
2022-12-29 17:34:12.282614132,Oncology,West,2554,4355,44,6948,3850,4558,5254,-1801
2022-12-29 18:26:41.720086004,Neurology,East,9037,3164,91,4728,3456,12271,22999,5873
2022-12-29 19:19:11.157557880,Orthopedics,South,12764,1099,97,2242,1477,9901,22586,11665
2022-12-29 20:11:40.595029752,Oncology,East,5403,1599,67,7398,2405,11287,6567,3804
2022-12-29 21:04:10.032501624,General Surgery,East,4254,6784,54,645,2715,12620,21285,-2530
2022-12-29 21:56:39.469973500,Oncology,West,3366,7438,15,7738,7903,5495,5651,-4072
2022-12-29 22:49:08.907445372,General Surgery,East,2948,6842,64,5250,2440,4195,7395,-3894
2022-12-29 23:41:38.344917248,Neurology,North,10295,8180,68,1018,97,10432,20686,2115
2022-12-30 00:34:07.782389120,Neurology,West,9809,8742,8,6643,3120,8081,13720,1067
2022-12-30 01:26:37.219860992,Cardiology,North,9207,4910,35,4556,1985,5899,7553,4297
2022-12-30 02:19:06.657332868,Radiology,West,11238,6820,78,5002,5781,6240,21634,4418
2022-12-30 03:11:36.094804740,Radiology,East,9419,2376,58,2074,4006,12038,24340,7043
2022-12-30 04:04:05.532276616,Orthopedics,West,6026,9763,84,2292,2108,6129,10762,-3737
2022-12-30 04:56:34.969748488,Radiology,North,7956,5659,60,129,5362,8347,11324,2297
2022-12-30 05:49:04.407220360,Cardiology,West,9369,9371,98,1343,1395,8588,20490,-2
2022-12-30 06:41:33.844692236,Emergency,North,9322,1725,48,3303,4930,10545,8463,7597
2022-12-30 07:34:03.282164108,General Surgery,South,4614,2040,85,1195,426,7246,20409,2574
2022-12-30 08:26:32.719635984,Oncology,East,13523,7269,9,1611,2220,8188,23541,6254
2022-12-30 09:19:02.157107856,Neurology,North,11155,1081,71,2614,7503,3033,12242,10074
2022-12-30 10:11:31.594579728,Oncology,South,5271,6735,84,3310,1576,7759,16223,-1464
2022-12-30 11:04:01.032051604,Oncology,East,11029,2205,72,3704,605,9553,15260,8824
2022-12-30 11:56:30.469523476,Pediatrics,South,9384,7673,13,5451,146,12799,18916,1711
2022-12-30 12:48:59.906995352,Emergency,North,12650,6772,8,3478,299,5055,6865,5878
2022-12-30 13:41:29.344467224,Pediatrics,East,7678,7142,89,1727,5145,5921,24888,536
2022-12-30 14:33:58.781939096,Radiology,South,2881,3981,78,1976,5775,5649,20823,-1100
2022-12-30 15:26:28.219410972,Oncology,North,5188,6306,99,2569,2965,10914,20817,-1118
2022-12-30 16:18:57.656882844,General Surgery,South,14711,4446,85,1012,5765,6361,14849,10265
2022-12-30 17:11:27.094354720,Neurology,East,12394,3288,20,2338,548,4963,13132,9106
2022-12-30 18:03:56.531826592,General Surgery,East,5334,6856,74,2693,3012,5394,16834,-1522
2022-12-30 18:56:25.969298464,Oncology,East,4198,3381,98,5720,4074,11529,22799,817
2022-12-30 19:48:55.406770340,Emergency,North,10403,9239,19,3038,4301,10617,6366,1164
2022-12-30 20:41:24.844242212,General Surgery,South,11407,5008,56,4862,7319,8016,16951,6399
2022-12-30 21:33:54.281714088,Pediatrics,South,11072,8271,35,6325,2509,10176,20042,2801
2022-12-30 22:26:23.719185960,Neurology,North,2754,9654,98,4829,1480,11644,14765,-6900
2022-12-30 23:18:53.156657832,Oncology,East,7217,6193,84,1403,6311,9770,8105,1024
2022-12-31 00:11:22.594129708,Orthopedics,West,10892,8734,48,3790,375,3387,23795,2158
2022-12-31 01:03:52.031601580,Emergency,East,12411,3364,40,5101,5322,3862,5991,9047
2022-12-31 01:56:21.469073456,Emergency,West,2370,8921,6,6978,905,6883,17620,-6551
2022-12-31 02:48:50.906545328,Orthopedics,East,3732,2793,32,4177,4766,13951,12124,939
2022-12-31 03:41:20.344017200,General Surgery,North,7259,4540,44,4084,7346,8733,5082,2719
2022-12-31 04:33:49.781489076,Oncology,West,2801,9779,67,631,5557,12256,19650,-6978
2022-12-31 05:26:19.218960948,Emergency,North,8399,8425,67,3895,6360,6856,7492,-26
2022-12-31 06:18:48.656432824,Neurology,West,11181,6752,21,7504,2868,13364,23544,4429
2022-12-31 07:11:18.093904696,Oncology,South,6771,7976,42,4155,7827,10108,12473,-1205
2022-12-31 08:03:47.531376568,Oncology,West,9007,3774,40,781,1182,9418,23298,5233
2022-12-31 08:56:16.968848444,Pediatrics,West,2415,1475,36,3757,6648,3911,6107,940
2022-12-31 09:48:46.406320316,Emergency,West,13157,5340,58,783,655,4852,23487,7817
2022-12-31 10:41:15.843792192,Emergency,South,5337,8504,63,7538,5476,11714,10531,-3167
2022-12-31 11:33:45.281264064,Orthopedics,North,13804,5583,29,7450,6213,12857,9809,8221
2022-12-31 12:26:14.718735936,Pediatrics,South,7258,8888,81,5866,4394,4028,22004,-1630
2022-12-31 13:18:44.156207812,General Surgery,West,10027,6023,18,420,122,9390,11164,4004
2022-12-31 14:11:13.593679684,Radiology,East,7057,6581,48,7136,3338,7094,13821,476
2022-12-31 15:03:43.031151560,General Surgery,South,8967,6485,29,3132,4015,11036,11756,2482
2022-12-31 15:56:12.468623432,General Surgery,East,3620,4566,39,3957,1654,11380,12467,-946
2022-12-31 16:48:41.906095304,Pediatrics,South,11727,7360,97,3475,1447,11278,11990,4367
2022-12-31 17:41:11.343567180,Emergency,South,14536,2348,83,4888,1600,13933,13005,12188
2022-12-31 18:33:40.781039052,Oncology,West,7982,3357,83,7345,3257,11785,22960,4625
2022-12-31 19:26:10.218510928,Pediatrics,North,9993,6000,51,6713,154,6748,23722,3993
2022-12-31 20:18:39.655982800,Orthopedics,North,4792,6214,51,589,6100,8921,11262,-1422
2022-12-31 21:11:09.093454672,Pediatrics,West,10764,6908,21,2468,2216,7311,22876,3856
2022-12-31 22:03:38.530926548,Orthopedics,South,9386,5608,93,6276,909,7602,18712,3778
2022-12-31 22:56:07.968398420,General Surgery,North,6893,3446,27,6965,7928,8627,10913,3447
2022-12-31 23:48:37.405870296,Radiology,North,7096,4077,99,1828,4435,4770,7366,3019
2023-01-01 00:41:06.843342168,Pediatrics,North,6856,7055,91,1353,7586,9043,18345,-199
2023-01-01 01:33:36.280814040,Orthopedics,West,5655,9098,21,7177,5988,6001,23046,-3443
2023-01-01 02:26:05.718285916,Pediatrics,East,10484,5755,33,1288,222,6613,15694,4729
2023-01-01 03:18:35.155757788,Radiology,East,6293,3001,6,3917,2561,4851,12420,3292
2023-01-01 04:11:04.593229664,General Surgery,East,2079,9326,15,7456,3537,13068,18134,-7247
2023-01-01 05:03:34.030701536,Pediatrics,East,14424,2789,20,1431,4820,9579,22847,11635
2023-01-01 05:56:03.468173408,Neurology,East,6308,8247,55,1093,5208,5352,20394,-1939
2023-01-01 06:48:32.905645284,Orthopedics,North,3862,8948,85,5626,1036,13074,19360,-5086
2023-01-01 07:41:02.343117156,Radiology,North,2618,3907,25,7224,5155,11025,17462,-1289
2023-01-01 08:33:31.780589032,Orthopedics,South,2959,7534,25,537,3664,6124,24438,-4575
2023-01-01 09:26:01.218060904,Orthopedics,North,13470,7742,10,6822,6381,13675,10283,5728
2023-01-01 10:18:30.655532776,Cardiology,West,5735,8062,50,4267,715,11485,20883,-2327
2023-01-01 11:11:00.093004652,Radiology,South,10114,3270,27,6463,3497,3003,23639,6844
2023-01-01 12:03:29.530476524,Pediatrics,North,12405,8986,62,1518,213,12520,5608,3419
2023-01-01 12:55:58.967948400,Orthopedics,South,13766,8273,61,2479,1943,11344,6993,5493
2023-01-01 13:48:28.405420272,Emergency,South,14188,7396,65,7362,14,6668,11868,6792
2023-01-01 14:40:57.842892144,Cardiology,East,12669,5294,43,3119,4230,8183,9950,7375
2023-01-01 15:33:27.280364020,Neurology,South,13443,4127,49,3623,5762,13866,14710,9316
2023-01-01 16:25:56.717835892,Orthopedics,North,4168,8071,33,173,6803,9167,14430,-3903
2023-01-01 17:18:26.155307768,General Surgery,East,5245,9598,35,2399,3964,13291,9771,-4353
2023-01-01 18:10:55.592779640,Orthopedics,North,12570,2461,93,7129,4522,13418,6732,10109
2023-01-01 19:03:25.030251512,Cardiology,East,9235,2774,6,5890,3609,8361,11502,6461
2023-01-01 19:55:54.467723388,Pediatrics,North,11914,6576,90,397,1580,3881,24927,5338
2023-01-01 20:48:23.905195260,Emergency,East,3161,9677,41,764,2587,3326,8851,-6516
2023-01-01 21:40:53.342667136,General Surgery,East,12081,7996,48,6866,2932,3024,14810,4085
2023-01-01 22:33:22.780139008,Neurology,West,4040,1362,83,2307,4962,4005,24168,2678
2023-01-01 23:25:52.217610880,General Surgery,North,14163,9133,74,1790,2092,11900,12673,5030
2023-01-02 00:18:21.655082756,Orthopedics,South,13593,4801,67,4747,7867,11843,21497,8792
2023-01-02 01:10:51.092554628,Pediatrics,East,10160,1211,79,3042,1831,12443,14125,8949
2023-01-02 02:03:20.530026504,Radiology,North,13501,5796,57,3582,6664,7627,5460,7705
2023-01-02 02:55:49.967498376,Emergency,East,7649,9014,80,373,5190,3181,14943,-1365
2023-01-02 03:48:19.404970248,Radiology,West,11291,8020,92,1786,2343,3689,14213,3271
2023-01-02 04:40:48.842442124,Emergency,West,14210,3661,7,1942,6097,3786,22638,10549
2023-01-02 05:33:18.279913996,Neurology,West,9318,2093,98,7407,2825,12966,6602,7225
2023-01-02 06:25:47.717385872,Oncology,West,11880,8744,23,6786,3042,5035,19324,3136
2023-01-02 07:18:17.154857744,Emergency,South,9483,6053,49,1026,3324,8181,21971,3430
2023-01-02 08:10:46.592329616,Oncology,South,6132,2551,65,636,815,11966,22892,3581
2023-01-02 09:03:16.029801492,Radiology,East,2844,5155,59,7910,6030,12539,11803,-2311
2023-01-02 09:55:45.467273364,Emergency,North,7777,5617,75,297,684,12046,19375,2160
2023-01-02 10:48:14.904745236,Neurology,West,3643,9500,80,5368,7363,5652,10262,-5857
2023-01-02 11:40:44.342217112,Cardiology,West,12525,2543,33,2511,3823,6042,13800,9982
2023-01-02 12:33:13.779688984,Neurology,South,3263,2405,52,972,7353,11527,12873,858
2023-01-02 13:25:43.217160860,Neurology,South,4934,7484,76,3218,4593,4704,20457,-2550
2023-01-02 14:18:12.654632732,Cardiology,West,13877,6721,67,2203,2194,6044,12258,7156
2023-01-02 15:10:42.092104604,Cardiology,North,8139,2572,25,5413,3191,6070,7718,5567
2023-01-02 16:03:11.529576480,Pediatrics,East,9174,3001,61,4212,6319,11505,18492,6173
2023-01-02 16:55:40.967048352,Emergency,East,2215,2107,17,5623,4601,9282,18277,108
2023-01-02 17:48:10.404520228,Radiology,East,6776,9175,31,3720,1051,8526,6753,-2399
2023-01-02 18:40:39.841992100,Pediatrics,East,13849,4305,72,3767,1451,10510,15583,9544
2023-01-02 19:33:09.279463972,Cardiology,North,4340,5857,92,2157,2006,11459,11840,-1517
2023-01-02 20:25:38.716935848,Oncology,North,9706,8271,68,912,4117,4474,22472,1435
2023-01-02 21:18:08.154407720,Radiology,North,11699,5320,13,7814,5205,10507,7290,6379
2023-01-02 22:10:37.591879596,Oncology,South,4090,6512,78,7623,6625,8590,5557,-2422
2023-01-02 23:03:07.029351468,Neurology,West,13570,9593,79,2660,7335,8410,21666,3977
2023-01-02 23:55:36.466823340,Orthopedics,North,3116,4247,11,7795,2347,6680,19889,-1131
2023-01-03 00:48:05.904295216,Neurology,East,9750,4856,15,7286,3685,10167,10633,4894
2023-01-03 01:40:35.341767088,Neurology,North,12932,6292,32,4811,495,5475,14490,6640
2023-01-03 02:33:04.779238964,Orthopedics,West,7334,5399,98,53,2078,8300,6905,1935
2023-01-03 03:25:34.216710836,Emergency,South,4161,3398,76,2587,1114,6306,18962,763
2023-01-03 04:18:03.654182708,Cardiology,East,5256,9283,31,5503,3332,4828,21878,-4027
2023-01-03 05:10:33.091654584,Oncology,South,13160,6222,26,3521,4585,12495,22720,6938
2023-01-03 06:03:02.529126456,Neurology,North,11340,3179,46,4335,1023,5180,12968,8161
2023-01-03 06:55:31.966598332,Orthopedics,East,5176,2312,36,2303,7580,4225,10163,2864
2023-01-03 07:48:01.404070204,Pediatrics,East,8380,4172,18,5275,2244,4330,22692,4208
2023-01-03 08:40:30.841542076,Neurology,North,14445,6932,30,4120,126,6655,18168,7513
2023-01-03 09:33:00.279013952,Oncology,North,5345,4092,59,6397,1873,3375,18341,1253
2023-01-03 10:25:29.716485824,Cardiology,West,14153,9440,79,5978,2140,4656,21927,4713
2023-01-03 11:17:59.153957700,Neurology,North,8996,3632,75,2146,6849,6431,19222,5364
2023-01-03 12:10:28.591429572,Neurology,North,11332,4384,59,718,7437,9300,6339,6948
2023-01-03 13:02:58.028901444,Emergency,North,4933,5263,49,2736,6102,6321,21481,-330
2023-01-03 13:55:27.466373320,General Surgery,East,9741,4704,34,7087,4538,9476,5429,5037
2023-01-03 14:47:56.903845192,Orthopedics,West,7655,6628,70,2427,5684,4312,20848,1027
2023-01-03 15:40:26.341317068,Pediatrics,East,12299,2197,30,7394,3740,4064,23407,10102
2023-01-03 16:32:55.778788940,Pediatrics,North,4448,5503,93,2990,6118,3768,14573,-1055
2023-01-03 17:25:25.216260812,Radiology,West,2827,9692,5,4669,7111,4086,9249,-6865
2023-01-03 18:17:54.653732688,Cardiology,North,7896,9290,97,416,7043,5536,13119,-1394
2023-01-03 19:10:24.091204560,Radiology,East,3203,4128,28,4587,4324,13833,22663,-925
2023-01-03 20:02:53.528676436,Oncology,East,13495,3294,59,169,5535,3023,16439,10201
2023-01-03 20:55:22.966148308,Cardiology,North,8619,9904,69,598,2352,6677,8717,-1285
2023-01-03 21:47:52.403620180,Neurology,West,8798,4914,29,6682,7333,3510,20924,3884
2023-01-03 22:40:21.841092056,General Surgery,East,2844,9298,46,2277,6236,6637,9076,-6454
2023-01-03 23:32:51.278563928,Neurology,North,4971,7988,48,2055,1535,8125,7490,-3017
2023-01-04 00:25:20.716035804,Pediatrics,South,3268,9237,73,6333,7836,3738,14983,-5969
2023-01-04 01:17:50.153507676,Oncology,North,14925,4131,16,4467,7035,6513,7291,10794
2023-01-04 02:10:19.590979548,Orthopedics,North,6744,4798,12,2981,1408,4271,14215,1946
2023-01-04 03:02:49.028451424,Oncology,West,9735,6237,67,7026,898,5884,15572,3498
2023-01-04 03:55:18.465923296,Neurology,North,11821,5724,82,3075,6953,13982,7657,6097
2023-01-04 04:47:47.903395172,Orthopedics,South,5530,7535,24,5173,7276,11010,23824,-2005
2023-01-04 05:40:17.340867044,Oncology,North,7085,4317,44,1199,6610,4581,22822,2768
2023-01-04 06:32:46.778338916,General Surgery,South,10995,5044,77,2500,6349,11560,11478,5951
2023-01-04 07:25:16.215810792,General Surgery,East,10319,8358,9,3983,927,10287,21515,1961
2023-01-04 08:17:45.653282664,Oncology,North,11143,3221,5,3900,278,10597,5750,7922
2023-01-04 09:10:15.090754540,Orthopedics,West,4264,5267,15,6289,4074,7433,11829,-1003
2023-01-04 10:02:44.528226412,Neurology,North,2019,7819,8,5368,6297,4814,19495,-5800
2023-01-04 10:55:13.965698284,Oncology,South,13830,5904,42,1644,3409,13276,9432,7926
2023-01-04 11:47:43.403170160,Orthopedics,South,3781,5718,21,5036,4074,3087,8460,-1937
2023-01-04 12:40:12.840642032,Emergency,West,14026,5814,72,785,7630,3159,22248,8212
2023-01-04 13:32:42.278113908,General Surgery,South,13323,8237,36,4999,227,7768,15971,5086
2023-01-04 14:25:11.715585780,Emergency,North,14962,3984,9,3100,7146,7011,15508,10978
2023-01-04 15:17:41.153057652,Neurology,South,8857,6636,26,5268,6821,9215,7971,2221
2023-01-04 16:10:10.590529528,Orthopedics,North,6834,4256,82,5606,6933,3654,6932,2578
2023-01-04 17:02:40.028001400,Emergency,North,9296,5473,89,6965,6865,4509,19299,3823
2023-01-04 17:55:09.465473276,Orthopedics,South,10748,9164,86,1626,5899,7774,14528,1584
2023-01-04 18:47:38.902945148,Oncology,West,4244,8179,71,5678,2041,12247,22890,-3935
2023-01-04 19:40:08.340417020,Neurology,East,4983,2432,15,3265,6718,3746,7407,2551
2023-01-04 20:32:37.777888896,Emergency,West,13755,1417,95,4931,4058,9503,17567,12338
2023-01-04 21:25:07.215360768,Radiology,East,4725,7474,29,2991,623,6944,5006,-2749
2023-01-04 22:17:36.652832644,Oncology,West,6599,1982,46,4811,5459,7035,8172,4617
2023-01-04 23:10:06.090304516,General Surgery,North,7366,7423,39,1103,911,8517,11499,-57
2023-01-05 00:02:35.527776388,Radiology,North,6887,2138,83,3160,5617,6085,18077,4749
2023-01-05 00:55:04.965248264,Radiology,South,13523,3928,63,7318,7353,4577,24015,9595
2023-01-05 01:47:34.402720136,Cardiology,East,2196,5542,52,784,2160,3361,7051,-3346
2023-01-05 02:40:03.840192012,Cardiology,East,7226,1830,89,4604,6030,10756,10098,5396
2023-01-05 03:32:33.277663884,Neurology,South,4828,8632,7,6460,2633,10729,23601,-3804
